onset	duration	trial_type
20.032	n/a	Instructions
25.132	3.25	Emotion Positive Up
25.132	n/a	Block
28.482	3.25	Emotion Positive Up
31.799	3.25	Emotion Positive Down
35.149	3.25	Emotion Positive Down
38.466	3.25	Emotion Positive Up
41.815	3.25	Emotion Negative Down
45.132	3.25	Emotion Negative Up
48.481	3.25	Emotion Positive Down
51.831	3.25	Emotion Negative Up
55.165	3.25	Emotion Positive Down
58.481	3.25	Emotion Positive Up
61.814	3.25	Emotion Negative Up
65.147	3.25	Emotion Negative Down
68.481	3.25	Emotion Positive Down
71.814	3.25	Emotion Positive Up
75.147	3.25	Emotion Positive Up
78.464	3.25	Emotion Positive Up
81.813	3.25	Emotion Negative Down
85.147	3.25	Emotion Negative Down
88.48	3.25	Emotion Negative Up
91.796	3.25	Emotion Positive Down
95.113	3.25	Emotion Positive Up
98.446	3.25	Emotion Negative Up
101.763	3.25	Emotion Negative Up
105.079	3.25	Emotion Negative Down
108.396	3.25	Emotion Negative Down
111.729	3.25	Emotion Negative Up
115.046	3.25	Emotion Negative Down
118.362	3.25	Emotion Negative Down
121.695	3.25	Emotion Positive Down
125.045	3.25	Emotion Negative Up
128.395	3.25	Emotion Positive Down
131.678	3.25	Emotion Negative Up
154.977	n/a	Instructions
159.994	n/a	Block
159.994	3.25	Gender Positive Up
163.277	3.25	Gender Negative Down
166.594	3.25	Gender Negative Up
169.911	3.25	Gender Positive Up
173.193	3.25	Gender Negative Down
176.51	3.25	Gender Positive Down
179.827	3.25	Gender Positive Down
183.143	3.25	Gender Positive Down
186.493	3.25	Gender Negative Down
189.809	3.25	Gender Negative Up
193.126	3.25	Gender Negative Up
196.459	3.25	Gender Negative Up
199.742	3.25	Gender Negative Up
203.059	3.25	Gender Positive Up
206.342	3.25	Gender Positive Up
209.659	3.25	Gender Negative Down
212.975	3.25	Gender Positive Down
216.308	3.25	Gender Positive Down
219.608	3.25	Gender Negative Down
222.925	3.25	Gender Positive Down
226.225	3.25	Gender Negative Down
229.541	3.25	Gender Positive Down
232.858	3.25	Gender Positive Up
236.191	3.25	Gender Positive Up
239.508	3.25	Gender Positive Down
242.824	3.25	Gender Negative Up
246.157	3.25	Gender Positive Up
249.491	3.25	Gender Positive Down
252.824	3.25	Gender Negative Down
256.107	3.25	Gender Positive Up
259.44	3.25	Gender Negative Up
262.757	3.25	Gender Negative Down
266.04	3.25	Gender Negative Up
