onset	duration	trial_type
20.032	n/a	Instructions
25.049	n/a	Block
25.049	3.25	Emotion Negative Down
28.332	3.25	Emotion Positive Up
31.615	3.25	Emotion Positive Up
34.899	3.25	Emotion Positive Down
38.182	3.25	Emotion Negative Down
41.465	3.25	Emotion Negative Down
44.748	3.25	Emotion Positive Down
48.032	3.25	Emotion Negative Up
51.315	3.25	Emotion Positive Up
54.598	3.25	Emotion Positive Up
57.881	3.25	Emotion Negative Down
61.165	3.25	Emotion Positive Down
64.448	3.25	Emotion Positive Up
67.731	3.25	Emotion Positive Down
71.014	3.25	Emotion Negative Down
74.298	3.25	Emotion Negative Up
77.581	3.25	Emotion Positive Up
80.864	3.25	Emotion Positive Down
84.147	3.25	Emotion Negative Down
87.431	3.25	Emotion Negative Up
90.714	3.25	Emotion Negative Down
93.997	3.25	Emotion Negative Down
97.28	3.25	Emotion Negative Up
100.564	3.25	Emotion Negative Up
103.847	3.25	Emotion Positive Up
107.13	3.25	Emotion Negative Up
110.413	3.25	Emotion Positive Down
113.697	3.25	Emotion Positive Down
116.98	3.25	Emotion Positive Down
120.263	3.25	Emotion Negative Down
123.546	3.25	Emotion Negative Up
126.83	3.25	Emotion Positive Up
130.113	3.25	Emotion Negative Up
153.412	n/a	Instructions
158.429	3.25	Gender Negative Down
158.429	n/a	Block
161.712	3.25	Gender Negative Up
164.995	3.25	Gender Negative Down
168.279	3.25	Gender Negative Down
171.562	3.25	Gender Positive Down
174.845	3.25	Gender Negative Down
178.128	3.25	Gender Positive Down
181.412	3.25	Gender Positive Down
184.695	3.25	Gender Positive Up
187.978	3.25	Gender Positive Up
191.261	3.25	Gender Negative Up
194.545	3.25	Gender Negative Up
197.828	3.25	Gender Negative Up
201.111	3.25	Gender Negative Down
204.394	3.25	Gender Negative Up
207.678	3.25	Gender Positive Up
210.961	3.25	Gender Negative Up
214.244	3.25	Gender Positive Up
217.527	3.25	Gender Positive Down
220.811	3.25	Gender Negative Up
224.094	3.25	Gender Negative Up
227.377	3.25	Gender Positive Up
230.66	3.25	Gender Positive Up
233.944	3.25	Gender Positive Up
237.227	3.25	Gender Negative Down
240.51	3.25	Gender Positive Up
243.793	3.25	Gender Negative Down
247.077	3.25	Gender Positive Down
250.36	3.25	Gender Negative Down
253.643	3.25	Gender Positive Down
256.926	3.25	Gender Positive Down
260.21	3.25	Gender Positive Down
263.493	3.25	Gender Negative Up
